"last_name, first_name","player_id","year","pa","home_run","strikeout","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","oz_swing_percent","whiff_percent","swing_percent"
"Lynn, Lance","458681","2021","641","18","176",27.5,7,".209",".338",".267",".264",".256",31.7,5.8,36,"76.553069045","93.446171033",27.6,26.3,50.2
"Miley, Wade","489119","2021","690","17","125",18.1,7.2,".265",".408",".321",".317",".311",31.8,6.1,34.2,"73.012654016","93.173406821",30.7,23.7,47.5
"Minor, Mike","501985","2021","669","26","149",22.3,6.1,".252",".447",".303",".321",".320",35,9.3,35.9,"77.666560598","93.731220726",30.4,24.3,48.7
"Gibson, Kyle","502043","2021","754","17","155",20.6,8.5,".234",".363",".306",".293",".302",30.6,4.9,39.1,"78.008978053","93.968936756",28.5,24.9,44.8
"Darvish, Yu","506433","2021","681","28","199",29.2,6.5,".222",".429",".279",".301",".282",35.1,8.8,34.9,"78.08731436","93.203429953",26.2,27.3,47.6
"Bumgarner, Madison","518516","2021","613","24","124",20.2,6.4,".242",".439",".302",".315",".319",38,7.5,38.5,"78.472563241","93.804930325",27.9,21.5,49
"Harvey, Matt","518774","2021","582","19","95",16.3,6.4,".299",".481",".348",".355",".351",36.4,7.9,40.9,"78.820426091","94.314553841",27.1,18.9,48
"Kelly, Merrill","518876","2021","667","21","130",19.5,6.1,".266",".433",".315",".319",".324",33.1,6.3,39.6,"78.355076255","94.143832227",26.9,20.3,49.2
"Pérez, Martín","527048","2021","509","19","97",19.1,7.1,".296",".481",".356",".358",".355",40.3,9.3,42.2,"77.076907017","94.223236796",26.8,19.3,46
"Anderson, Tyler","542881","2021","703","27","134",19.1,5.4,".262",".452",".301",".319",".315",35.7,8.5,33,"75.112696758","93.471536654",33.4,23.1,54.2
"Cole, Gerrit","543037","2021","726","24","243",33.5,5.6,".223",".372",".267",".276",".274",33,9.8,38.6,"77.565526758","94.105607466",32,31.9,48.9
"DeSclafani, Anthony","543101","2021","676","19","152",22.5,6.2,".225",".358",".276",".276",".304",32.7,8.1,38.8,"77.778434661","94.264522633",27.7,24,48.9
"Eovaldi, Nathan","543135","2021","764","15","195",25.5,4.6,".253",".402",".294",".298",".283",37,6.3,36.4,"76.964025856","93.6398384",30.4,25.9,51.6
"Gray, Sonny","543243","2021","575","19","155",27,8.7,".225",".385",".302",".300",".279",31.6,4.7,32.1,"74.857227022","93.192723315",26.8,26.1,43
"Hendricks, Kyle","543294","2021","785","31","131",16.7,5.6,".278",".481",".330",".345",".338",37.4,8.4,33,"74.205278373","93.217965246",32.5,20.1,48.6
"Lyles, Jordan","543475","2021","769","38","146",19,7.3,".278",".499",".335",".354",".351",35.5,9.1,41.6,"79.618644051","94.390029088",27.8,23.5,48.2
"Ryu, Hyun Jin","547943","2021","701","24","143",20.4,5.3,".258",".435",".299",".313",".322",33.7,8.5,41.6,"78.898751797","94.364837227",30.5,22.6,47.5
"Wheeler, Zack","554430","2021","849","16","247",29.1,5.4,".215",".321",".265",".257",".258",31.2,4.6,28.5,"71.902242948","92.688965373",30.4,26.5,51.9
"Corbin, Patrick","571578","2021","751","37","143",19,8,".286",".510",".345",".362",".358",32.9,9.2,41.2,"78.148020906","94.634299585",32.1,24.8,47.9
"Heaney, Andrew","571760","2021","558","29","150",26.9,7.3,".256",".487",".317",".341",".318",33.8,9.4,40.8,"78.778524327","94.070027126",32.6,28.2,48.7
"Matz, Steven","571927","2021","647","18","144",22.3,6.6,".265",".405",".320",".315",".310",32.2,7,37.9,"76.962361681","93.440164856",25.4,22.3,46.9
"Richards, Garrett","572070","2021","617","19","115",18.6,9.7,".289",".468",".361",".356",".357",34.6,8.5,47.8,"80.140899724","95.493330023",24.6,22.4,48.9
"Keuchel, Dallas","572971","2021","720","25","95",13.2,8.2,".290",".472",".355",".356",".372",34.4,9,39.8,"76.12819018","94.346269387",28.2,21,44.2
"Stroman, Marcus","573186","2021","729","17","158",21.7,5.9,".242",".362",".292",".284",".318",33.6,6.5,42,"77.468444661","94.596511195",31.6,26.7,48.5
"Kikuchi, Yusei","579328","2021","666","27","163",24.5,9.3,".243",".432",".319",".325",".346",37.4,11,47,"81.841853023","95.503867744",29.1,27.7,48.5
"Foltynewicz, Mike","592314","2021","586","35","97",16.6,6.1,".260",".527",".316",".355",".349",37.2,9.2,43,"78.83503621","94.822570228",24,18.3,47.4
"Gausman, Kevin","592332","2021","775","20","227",29.3,6.5,".210",".345",".264",".265",".290",30.6,7.1,40.9,"77.914911777","94.447687867",32.7,31.3,52.4
"Gray, Jon","592351","2021","644","21","157",24.4,9,".245",".420",".321",".320",".305",30.4,6.9,38.2,"77.826462115","94.242232699",22.8,26.7,45.3
"Ray, Robbie","592662","2021","773","33","248",32.1,6.7,".210",".401",".267",".287",".293",34.3,9.8,43.1,"79.567923906","94.918518906",30.2,32.3,52
"Smyly, Drew","592767","2021","546","27","117",21.4,7.5,".269",".480",".326",".342",".342",36.1,10.1,39,"77.570068449","94.218153797",30.9,24.9,49.9
"Taillon, Jameson","592791","2021","603","24","140",23.2,7.3,".238",".422",".299",".309",".304",33.9,8.2,40.4,"78.104083561","94.067212738",29.6,26.4,50.8
"Walker, Taijuan","592836","2021","654","26","146",22.3,8.4,".225",".400",".294",".301",".328",30.5,10,39.4,"78.125196864","94.202828841",26,23.4,46.2
"Montas, Frankie","593423","2021","778","20","207",26.6,7.3,".232",".372",".294",".290",".307",34.4,8.7,42.3,"77.996835422","94.578879859",32.5,29.6,50.5
"Rodriguez, Eduardo","593958","2021","675","19","185",27.4,7,".277",".437",".328",".330",".288",37.4,6.8,33.6,"74.680898539","93.136941396",29.2,26.3,48.7
"Gonzales, Marco","594835","2021","585","29","108",18.5,7.2,".234",".465",".295",".321",".341",37.4,11.4,37,"76.738034225","93.854091103",28.3,20.4,48
"Pivetta, Nick","601713","2021","661","24","175",26.5,9.8,".234",".417",".314",".316",".301",33.4,8.2,40.4,"79.550170728","94.069247816",25.7,24.6,48.1
"Bassitt, Chris","605135","2021","637","15","159",25,6.1,".218",".348",".278",".274",".286",32.9,6.5,33.2,"76.721820704","93.226240235",27.2,23.8,47.7
"Davies, Zach","605200","2021","668","25","114",17.1,11.2,".281",".485",".367",".366",".375",36.2,9.1,43.3,"78.663608783","94.683256863",25.9,22.3,43.2
"Houser, Adrian","605288","2021","599","12","105",17.5,10.7,".228",".340",".323",".297",".312",28.1,5,36,"75.186798293","93.596799317",27.1,18.4,44.4
"López, Jorge","605347","2021","555","21","112",20.2,10.1,".293",".485",".375",".369",".353",35,9.3,43.5,"77.778090802","95.190768235",24,20.6,43.7
"Musgrove, Joe","605397","2021","748","22","203",27.1,7.2,".213",".364",".287",".284",".304",33.8,7.2,38.5,"76.746073648","93.540208734",30.9,29.3,46.9
"Nola, Aaron","605400","2021","749","26","223",29.8,5.2,".237",".405",".286",".297",".283",33.3,7.1,37.4,"78.080159789","94.04703055",30.9,27.9,49.2
"Snell, Blake","605483","2021","550","16","170",30.9,12.5,".214",".375",".317",".305",".335",39.3,11,41.2,"78.2789814","94.3982398",25.8,31.6,44.4
"Woodruff, Brandon","605540","2021","708","18","211",29.8,6.1,".200",".317",".256",".252",".279",36,5.8,32.7,"73.412163318","93.487917153",32.1,28.2,51.1
"Rodón, Carlos","607074","2021","534","13","185",34.6,6.7,".189",".306",".255",".247",".254",29.9,6.6,36.2,"78.535401267","94.0230923",30.5,33.2,50.5
"Fedde, Erick","607200","2021","590","23","128",21.7,8.1,".275",".466",".337",".340",".337",31.1,9.3,40.6,"78.493197525","94.762373089",25,21.9,44.9
"Freeland, Kyle","607536","2021","515","20","105",20.4,7.4,".284",".471",".342",".349",".314",34.5,8.2,35.3,"77.517810387","93.669716713",27,21.1,46.2
"Means, John","607644","2021","590","30","134",22.7,4.4,".224",".427",".263",".294",".309",37.1,10.1,37.8,"76.212260806","93.845537607",26.9,25.3,50.5
"Fried, Max","608331","2021","667","15","158",23.7,6.1,".227",".353",".282",".278",".288",31.2,6.3,34.3,"74.686843214","93.192413445",27.1,24.3,49
"Giolito, Lucas","608337","2021","719","27","201",28,7.1,".219",".394",".276",".288",".279",37.4,6.7,34.2,"76.832555895","93.323217926",28.7,32.2,50.5
"Irvin, Cole","608344","2021","768","23","125",16.3,5.5,".275",".424",".322",".323",".338",35.9,7.3,39.3,"78.890512423","94.048238838",29.9,19.2,52
"Wacha, Michael","608379","2021","528","23","121",22.9,5.9,".270",".467",".317",".334",".355",39.8,10.5,43,"78.633480815","94.870366576",32.6,23,53.6
"Márquez, Germán","608566","2021","756","21","176",23.3,8.5,".242",".389",".311",".303",".310",32.5,5.3,39.3,"78.131276787","94.098144266",25.7,27,47.8
"Quantrill, Cal","615698","2021","616","16","121",19.6,7.6,".234",".373",".302",".296",".308",31.4,6.8,34.5,"76.458777056","93.412109321",29,21.9,47
"Kaprielian, James","621076","2021","502","19","123",24.5,8.2,".233",".430",".302",".314",".324",37.5,9.3,42.3,"79.698083497","94.616206074",25.7,27.2,45.7
"Buehler, Walker","621111","2021","815","19","212",26,6.4,".199",".329",".256",".255",".272",29.2,6.8,37.1,"76.924388075","93.913201664",30.2,26.3,49.2
"McCullers Jr., Lance","621121","2021","684","13","185",27,11.1,".205",".324",".305",".283",".284",25.9,5.3,40.7,"79.44787034","94.33949129",26.1,30.2,41.6
"Mills, Alec","621219","2021","517","16","87",16.8,6.6,".291",".451",".347",".343",".334",33.2,4.9,39.3,"77.083020524","93.926398766",28.3,18.3,46
"Berríos, José","621244","2021","781","22","204",26.1,5.8,".223",".380",".281",".286",".311",36.6,9.1,38.3,"76.730793307","94.151290078",31.1,23.7,47
"Wood, Alex","622072","2021","585","14","152",26,6.7,".236",".372",".308",".298",".304",33.1,5.3,40.5,"79.442460699","94.224620269",30.1,27.3,47.5
"Castillo, Luis","622491","2021","803","19","192",23.9,9.3,".255",".402",".331",".318",".293",28.7,4.5,36.9,"76.302691128","93.565481809",30.5,28.7,49.3
"Senzatela, Antonio","622608","2021","670","12","105",15.7,4.8,".287",".421",".328",".323",".319",30.7,5.9,42.7,"79.742400117","94.861867695",23.3,19.5,48.1
"Flexen, Chris","623167","2021","741","19","125",16.9,5.4,".268",".414",".309",".311",".317",33.9,6.3,38.1,"79.435135442","94.030639187",28.7,19.2,49.8
"Urías, Julio","628711","2021","745","19","195",26.2,5.1,".219",".349",".266",".266",".273",31.7,5.3,30.3,"74.37826752","92.763477541",32.2,24.1,51.3
"Crowe, Wil","640444","2021","524","25","111",21.2,10.9,".276",".501",".363",".369",".347",33.4,9.4,37.1,"77.981150289","93.994251763",25.9,25.3,44.7
"Manaea, Sean","640455","2021","754","25","194",25.7,5.4,".255",".415",".304",".310",".312",34.5,8,41.2,"79.634341937","94.771894139",27.6,27.1,51.5
"Alzolay, Adbert","640470","2021","519","25","128",24.7,6.6,".236",".439",".294",".312",".326",33.8,9.9,38.1,"78.271738353","94.334088529",30.1,26.8,49.3
"Dunning, Dane","641540","2021","511","13","114",22.3,8.4,".275",".427",".345",".336",".333",31.4,8.1,43.5,"77.886593699","94.650115246",29.2,23.2,46.3
"Keller, Brad","641745","2021","613","18","120",19.6,10.4,".297",".457",".374",".358",".380",37,10.9,45,"78.653706172","95.050376316",24.6,22.2,44.8
"Mahle, Tyler","641816","2021","759","24","210",27.7,8.4,".234",".396",".309",".308",".298",34.1,6.5,34.3,"77.107022328","93.357444017",25.9,28.4,45.2
"Yarbrough, Ryan","642232","2021","653","25","117",17.9,4.1,".267",".457",".307",".325",".323",37.6,7.8,28.2,"72.605645569","92.517574959",31.8,21.1,48.8
"Peralta, Freddy","642547","2021","580","14","195",33.6,9.7,".165",".300",".261",".252",".253",33.3,6,31.8,"75.491273974","92.848436603",26.5,34.1,45.6
"Alcantara, Sandy","645261","2021","837","21","201",24,6,".223",".365",".278",".279",".288",29.9,6.1,39.4,"75.365831333","93.983632175",33.9,27.3,53.3
"Cease, Dylan","656302","2021","708","20","226",31.9,9.6,".223",".364",".306",".295",".294",37,9.9,38.8,"78.65144905","94.13969505",28.8,34.6,46.8
"Montgomery, Jordan","656756","2021","661","19","162",24.5,7.7,".250",".380",".308",".299",".310",35.4,7.4,36.5,"76.20211733","93.84232457",32,29,50.4
"Webb, Logan","657277","2021","596","9","158",26.5,6,".234",".332",".290",".274",".276",28.2,5.6,38.8,"76.488039278","94.013392268",32.5,28.7,46.6
"Ohtani, Shohei","660271","2021","533","15","156",29.3,8.3,".207",".351",".286",".279",".282",31.9,7.1,39.9,"76.761769308","94.113869591",25.5,28.9,48
"Bubic, Kris","663460","2021","556","22","114",20.5,10.6,".248",".444",".336",".337",".349",34.8,9,39.6,"77.282799734","94.2339008",24.4,23.4,44.8
"Allard, Kolby","663465","2021","534","29","104",19.5,5.8,".258",".474",".305",".331",".343",34.7,10.6,39,"78.973263622","94.487751049",24.3,19.8,48.4
"Mize, Casey","663554","2021","612","24","118",19.3,6.7,".234",".418",".298",".308",".338",33,10,40,"77.920382182","94.371120888",24.9,22.6,45.8
"McClanahan, Shane","663556","2021","517","14","141",27.3,7.2,".252",".389",".309",".304",".327",36.8,10.7,45.7,"80.852535212","95.640838697",30.5,32,50.2
"Singer, Brady","663903","2021","586","14","131",22.4,9,".281",".414",".358",".338",".326",32.7,5.6,37.6,"77.036143333","94.101839871",25,25.1,43.7
"Brubaker, JT","664141","2021","537","28","129",24,6.9,".254",".480",".318",".340",".329",33.4,8.8,38.7,"77.573203371","94.269267662",28.4,27.3,47.5
"Valdez, Framber","664285","2021","572","12","125",21.9,10.1,".220",".327",".313",".288",".301",21.4,5.8,44.4,"80.442401862","94.90935976",24.3,26,42.4
"Anderson, Ian","666120","2021","535","16","124",23.2,9.9,".221",".371",".300",".293",".317",29.4,9.5,38.7,"76.277428889","94.247479971",26.3,28.5,46.1
"Plesac, Zach","668676","2021","598","23","100",16.7,5.7,".248",".437",".299",".314",".325",32.2,9.4,43.4,"80.35574652","94.850298013",27.5,23.1,51
"Gallen, Zac","668678","2021","523","19","139",26.6,9.4,".233",".413",".312",".313",".306",32.7,7.9,43,"78.810645679","94.106073611",25.6,23.3,44.3
"Burnes, Corbin","669203","2021","657","7","234",35.6,5.2,".201",".273",".248",".232",".219",29.5,3.1,30.5,"73.534577884","92.749467427",35.6,36.5,49.2
"Gilbert, Logan","669302","2021","503","17","128",25.4,5.6,".241",".425",".291",".305",".310",36.4,8.8,44.6,"79.708084675","94.684913828",26.3,27.1,50.9
"Skubal, Tarik","669373","2021","634","35","164",25.9,7.4,".245",".476",".306",".332",".357",35.3,13.9,45.1,"78.79621285","95.450602833",23.8,26.7,48.9
"Rogers, Trevor","669432","2021","550","6","157",28.5,8.4,".218",".318",".291",".270",".284",34.9,5,36.7,"75.956438563","93.768583563",29.8,30.7,49.4
"Garcia, Luis","677651","2021","633","19","167",26.4,7.9,".232",".393",".295",".297",".304",34.1,7.3,38.7,"76.559569069","93.917835637",29,30.5,47.1
"Wainwright, Adam","425794","2022","803","16","143",17.8,6.7,".261",".382",".315",".306",".328",37.4,6.5,36.6,"76.636927659","93.594969883",25.4,16.9,43.5
"Greinke, Zack","425844","2022","585","14","73",12.5,4.6,".286",".417",".320",".321",".336",34.4,6.8,39.6,"78.554945625","93.738299354",30.2,17.3,46.2
"Verlander, Justin","434378","2022","666","12","185",27.8,4.4,".186",".270",".227",".222",".255",32.5,6.3,34.8,"77.135794344","93.330588186",32.2,24.2,53.7
"Kluber, Corey","446372","2022","689","20","139",20.2,3,".274",".425",".304",".316",".310",35.8,6.9,34.7,"75.470981451","93.389888686",35.7,23.9,51.2
"Hill, Rich","448179","2022","526","15","109",20.7,7,".258",".432",".316",".325",".313",31.6,8.2,34,"77.422953459","93.666610461",27.3,22,47.4
"Morton, Charlie","450203","2022","728","28","205",28.2,8.7,".233",".411",".316",".320",".314",38,9.5,42.1,"78.111657215","94.430490297",28.8,29.2,45.6
"Scherzer, Max","453286","2022","565","13","173",30.6,4.2,".207",".319",".254",".254",".265",32.2,8.4,33.9,"76.73944477","93.468018937",34,30.6,52.2
"Cueto, Johnny","456501","2022","651","15","102",15.7,5.1,".267",".409",".308",".310",".311",33.7,7.3,35.9,"76.293622421","93.65877503",31.9,17.6,49.8
"Lynn, Lance","458681","2022","512","19","124",24.2,3.7,".247",".407",".289",".304",".296",34.3,6.7,38.7,"77.366721573","93.833569944",30.3,28.5,52.3
"Carrasco, Carlos","471911","2022","645","17","152",23.6,6.4,".272",".425",".326",".327",".313",35.2,7,39.5,"76.28136711","94.446088119",34.7,27.6,52.1
"Quintana, Jose","500779","2022","679","8","137",20.2,6.9,".246",".343",".301",".286",".305",34.4,5.5,35.8,"74.438826914","93.299908909",32.8,23.8,47.9
"Gibson, Kyle","502043","2022","718","24","144",20.1,6.7,".268",".434",".325",".331",".326",34.8,7.5,37.5,"77.435542039","93.992252392",30.6,25.1,48.5
"Cobb, Alex","502171","2022","631","9","151",23.9,6.8,".262",".350",".315",".296",".277",26.3,3.7,41.1,"78.451360236","94.153661087",29.9,24.8,45
"Darvish, Yu","506433","2022","771","22","197",25.6,4.8,".207",".331",".256",".259",".291",31.2,8.8,37.1,"77.848459808","93.614823873",30.3,25.1,49.7
"Bumgarner, Madison","518516","2022","698","25","112",16,7,".281",".487",".340",".357",".358",37.7,9.8,43.2,"79.789796","94.764788192",27.5,18.1,48.4
"Kelly, Merrill","518876","2022","804","21","177",22,7.6,".226",".371",".286",".289",".296",31.2,8.3,36.5,"77.983406942","93.653412973",29.9,23.6,48.5
"Pérez, Martín","527048","2022","821","11","169",20.6,8.4,".241",".336",".310",".289",".295",30.9,4.3,34.9,"77.422939036","93.581278732",27.6,21,44.5
"Anderson, Tyler","542881","2022","707","14","138",19.5,4.8,".221",".350",".267",".271",".275",34.2,4.9,28.5,"73.22844707","92.353431738",35.3,24.2,52.7
"Cole, Gerrit","543037","2022","793","33","257",32.4,6.3,".209",".390",".260",".283",".284",32.5,9.5,40.2,"78.808854118","94.227606134",32.4,33.9,48.2
"Lyles, Jordan","543475","2022","774","26","144",18.6,6.7,".276",".454",".331",".341",".340",35.1,10.4,38.8,"77.398185352","94.093867266",28.3,21.9,46.3
"Stripling, Ross","548389","2022","536","12","111",20.7,3.7,".229",".354",".259",".268",".293",34.7,9.2,37.2,"78.1802297","93.892214687",34.5,23.5,51.5
"Wheeler, Zack","554430","2022","607","13","163",26.9,5.6,".221",".352",".273",".275",".275",34,7.7,34.5,"73.07377575","93.389151153",32.8,25.1,50.5
"Corbin, Patrick","571578","2022","713","27","128",18,6.9,".321",".513",".374",".383",".381",40.1,11,45,"80.234807519","95.073503499",28.5,20.7,47.4
"Mikolas, Miles","571945","2022","805","25","153",19,4.8,".226",".373",".267",".279",".306",35.1,6.9,36,"76.747856744","93.485106739",27.9,18.5,48.9
"Stroman, Marcus","573186","2022","569","16","119",20.9,6.3,".234",".377",".287",".291",".308",32,6.6,40.7,"77.846592759","94.278064236",29,22.4,45.9
"Gausman, Kevin","592332","2022","725","15","205",28.3,3.9,".272",".400",".300",".304",".285",38.1,8.1,38.5,"78.199092336","94.021611581",39.8,29.4,55.9
"Gray, Jon","592351","2022","521","17","134",25.7,7.5,".222",".375",".288",".292",".295",34.8,6.1,38,"76.503695765","93.824895221",30.5,25.9,48.9
"Ray, Robbie","592662","2022","775","32","212",27.4,8,".231",".423",".299",".315",".295",34,7.9,39.1,"79.38448151","94.312919224",31,30,51.5
"Syndergaard, Noah","592789","2022","565","14","95",16.8,5.5,".263",".408",".307",".312",".325",37.7,7.8,34,"75.988664419","93.163365268",29.1,20.1,49.9
"Taillon, Jameson","592791","2022","728","26","151",20.7,4.4,".246",".430",".283",".308",".317",34.5,8.3,36.2,"77.238196617","94.010264444",31.2,23,49.1
"Walker, Taijuan","592836","2022","649","15","132",20.3,6.9,".240",".364",".299",".293",".308",33.7,7.3,40.6,"78.839771783","94.008313978",30.1,23.6,47.3
"Montas, Frankie","593423","2022","608","18","142",23.4,7.1,".249",".402",".308",".309",".310",31.8,8,34.2,"76.306548529","93.491065135",33.2,27.6,51.3
"Gonzales, Marco","594835","2022","783","30","103",13.2,6.4,".271",".457",".322",".337",".330",32.3,7.2,35,"74.968575987","93.265151588",32.8,18.3,51
"Gomber, Austin","596295","2022","529","20","95",18,6.4,".281",".480",".328",".347",".329",35.7,8.5,35.9,"77.125217041","93.700422959",27.4,21.9,49
"Pivetta, Nick","601713","2022","773","27","175",22.6,9.4,".253",".425",".327",".330",".332",36.3,9,45.6,"80.450207336","94.88258417",25.8,23.5,47.6
"Bassitt, Chris","605135","2022","745","19","167",22.4,6.6,".234",".359",".297",".291",".290",31.1,6.6,32.8,"73.740095781","92.802733268",25.4,23.6,46.5
"Bundy, Dylan","605164","2022","595","24","94",15.8,4.7,".271",".459",".306",".329",".321",35.3,8.9,38.3,"77.751138412","94.198384485",33.9,21.1,52.2
"Davies, Zach","605200","2022","570","21","102",17.9,9.1,".241",".412",".309",".315",".329",31.6,8,34.5,"75.6872467","93.596934025",24.5,21.4,42.2
"Musgrove, Joe","605397","2022","740","22","184",24.9,5.7,".227",".383",".284",".292",".282",34.7,6,32.5,"74.717480366","93.048084318",32,25.5,46.5
"Nola, Aaron","605400","2022","807","19","235",29.1,3.6,".219",".347",".256",".264",".259",34.3,7.1,31.6,"77.465376008","93.044162015",34,27.9,49.5
"Snell, Blake","605483","2022","535","11","171",32,9.5,".216",".342",".292",".282",".279",39.2,7.4,39.5,"80.401602903","94.174611489",30.6,32.8,47.9
"Springs, Jeffrey","605488","2022","549","14","144",26.2,5.6,".222",".353",".267",".272",".282",34,5.9,37.7,"75.940205","93.586356984",35.4,29.5,50.3
"Thompson, Zach","605507","2022","543","19","90",16.6,8.5,".280",".446",".344",".346",".346",34.2,6.4,39.6,"76.8896006","93.9244305",28.7,24,47
"Woodruff, Brandon","605540","2022","620","18","190",30.6,6.8,".215",".366",".274",".282",".277",34.1,7.1,37.5,"77.94720367","93.983244202",31.4,31.1,49.4
"Rodón, Carlos","607074","2022","710","12","237",33.4,7.3,".202",".308",".263",".255",".254",33.6,6.5,39.8,"79.131004203","93.698768499",31.2,31.2,49.8
"Fedde, Erick","607200","2022","573","21","94",16.4,10.1,".293",".470",".362",".362",".356",34.9,8.1,43.5,"78.2401011","94.651932751",22,18.3,43
"Freeland, Kyle","607536","2022","766","19","131",17.1,6.9,".281",".456",".342",".346",".347",35.2,9.7,42.4,"79.406275786","94.45487619",27.6,20.8,47.5
"Fried, Max","608331","2022","733","12","170",23.2,4.4,".225",".319",".262",".255",".264",29.4,4,32.1,"74.476912412","92.996220039",34.1,25.9,49.7
"Giolito, Lucas","608337","2022","698","24","177",25.4,8.7,".272",".455",".338",".344",".318",37.9,7.5,39,"77.642930485","94.18580163",29,28.5,47.4
"Irvin, Cole","608344","2022","741","25","128",17.3,4.9,".251",".416",".293",".306",".324",36.1,9.6,39.5,"79.40257422","93.912507513",30.4,20.5,52
"Wacha, Michael","608379","2022","515","18","104",20.2,6,".233",".410",".283",".301",".329",35.4,9.6,35.4,"76.73331","93.926884205",29.3,20.7,50.5
"Márquez, Germán","608566","2022","779","30","150",19.3,8.1,".263",".467",".324",".341",".327",35.8,7.1,47.2,"80.242384122","94.974977437",28.7,23,49.7
"Quantrill, Cal","615698","2022","770","21","128",16.6,6.1,".254",".389",".307",".305",".321",33.3,7.5,35.7,"76.145610174","93.608907247",32.2,18.5,48.7
"Kaprielian, James","621076","2022","577","16","98",17,10.2,".239",".414",".321",".322",".331",34.2,8,36.4,"77.851013366","93.618519098",26.3,21.2,47.8
"Berríos, José","621244","2022","753","29","149",19.8,6,".288",".465",".340",".350",".346",36.3,9.5,43.8,"79.057235","94.764961466",31.7,21.2,48.6
"Wood, Alex","622072","2022","555","17","131",23.6,5.4,".262",".407",".315",".315",".310",33.8,7.1,39.8,"77.688850423","93.934838439",30.2,25,48.1
"Castillo, Luis","622491","2022","615","13","167",27.2,7.3,".212",".332",".279",".273",".284",33.8,6.9,37.6,"78.443293679","94.004473005",29.9,27.8,49.4
"Flexen, Chris","623167","2022","590","17","95",16.1,8.6,".250",".408",".315",".315",".330",35.7,9,40,"78.17888445","94.165946851",28.4,21.7,48.8
"Suárez, Ranger","624133","2022","662","15","129",19.5,8.8,".249",".396",".317",".314",".302",27.9,6.8,34.9,"75.98613931","93.554240323",27.4,21.3,45.5
"Urías, Julio","628711","2022","689","23","166",24.1,6,".199",".347",".251",".263",".262",29.6,6.7,30.4,"75.838974487","92.831563148",32.2,23.7,51.8
"Manaea, Sean","640455","2022","671","29","156",23.2,7.5,".254",".455",".311",".330",".312",32.7,9.1,42.9,"80.031482379","94.542852357",27.2,25.5,51.4
"López, Pablo","641154","2022","736","21","174",23.6,7.2,".234",".404",".296",".305",".301",33.7,9,35.1,"76.341792771","93.754029819",31.4,28.1,49.6
"Cortes Jr., Nestor","641482","2022","615","16","163",26.5,6.2,".189",".313",".241",".245",".257",34.2,5.3,34.7,"77.302580728","93.293066165",30.9,24.4,50.5
"Dunning, Dane","641540","2022","671","20","137",20.4,9.2,".268",".443",".345",".344",".327",30,8.9,38,"75.651708018","94.089395066",30.5,24.4,44.4
"Hudson, Dakota","641712","2022","596","9","78",13.1,10.2,".273",".375",".356",".326",".343",31.7,6,40.4,"77.569535561","94.410242899",23.2,17.6,44
"Keller, Brad","641745","2022","617","17","102",16.5,9.2,".277",".427",".344",".337",".323",28.7,6.6,41.4,"78.15085467","94.3547437",28.2,21.5,48.8
"Kuhl, Chad","641771","2022","617","25","110",17.8,9.4,".284",".500",".355",".368",".352",36,9.7,44.6,"79.624909136","95.09870475",25.1,23.6,45.5
"Lauer, Eric","641778","2022","661","27","157",23.8,8.9,".228",".410",".298",".310",".311",35.8,8,38,"78.142811567","93.894195219",26.9,24.2,46.6
"Mahle, Tyler","641816","2022","503","16","126",25,8.5,".230",".396",".297",".303",".291",31.9,7.5,38.3,"78.299761636","93.700623708",27.7,26.8,45.3
"Alcantara, Sandy","645261","2022","886","16","207",23.4,5.6,".212",".324",".263",".260",".266",28.4,5.3,38.5,"76.106105279","93.947545934",34.7,25.4,53.4
"Cease, Dylan","656302","2022","747","16","227",30.4,10.4,".190",".306",".278",".263",".257",31.4,6.2,31.2,"75.92510977","92.882995645",31.3,33.2,47.3
"Keller, Mitch","656605","2022","687","14","138",20.1,8.7,".266",".388",".342",".323",".318",33.3,7.1,37.3,"75.977615149","94.085242574",26,21.4,45.6
"Montgomery, Jordan","656756","2022","724","21","158",21.8,5,".235",".384",".281",".291",".310",34.1,7.1,37.5,"77.803436381","93.693936452",33.2,27.4,50.6
"Rasmussen, Drew","656876","2022","584","13","125",21.4,5.3,".222",".347",".267",".270",".290",31.2,6.6,39.2,"78.483580239","93.893972392",34,25.3,52.9
"Steele, Justin","657006","2022","512","8","126",24.6,9.8,".244",".339",".321",".296",".295",31,3.9,33.7,"76.154969451","93.104023578",26.3,24,47.3
"Wright, Kyle","657140","2022","738","19","174",23.6,7.2,".232",".351",".296",".288",".306",31.1,6.8,41.1,"77.914176275","94.364285538",29.7,26.3,48.8
"Otto Jr., Glenn","657248","2022","587","21","107",18.2,10.6,".236",".402",".332",".325",".343",34.2,8.9,38.1,"78.076395377","94.125946599",26.4,23.1,45.2
"Webb, Logan","657277","2022","787","11","163",20.7,6.2,".240",".346",".293",".283",".295",29.3,5.5,39,"78.053770216","94.043291367",30.9,24,47.3
"Ryan, Joe","657746","2022","604","20","151",25,7.8,".211",".379",".285",".294",".294",36.1,8.6,35.4,"77.492050718","93.601724154",28,25.6,51
