"last_name, first_name","player_id","year","pa","home_run","strikeout","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","oz_swing_percent","whiff_percent","swing_percent"
"Wood, Alex","622072","2024","133","4","25",18.8,9.8,".357",".574",".444",".444",".382",40,7.8,47.8,"82.246664773","95.721784432",20.9,22.2,42.9
"Castillo, Luis","622491","2024","146","5","42",28.8,4.8,".273",".468",".308",".337",".293",40.2,7.2,39.2,"79.501229362","94.374471915",32.1,27.8,51.7
"Severino, Luis","622663","2024","116","2","26",22.4,7.8,".238",".333",".304",".290",".304",20.3,3.8,40.5,"78.27639675","94.130524937",27.9,20.9,50.6
"Flexen, Chris","623167","2024","105","4","13",12.4,9.5,".245",".436",".314",".331",".358",31.7,9.8,37.8,"79.393287805","94.647618659",25.1,18.8,45.5
"Suárez, Ranger","624133","2024","144","3","40",27.8,3.5,".153",".226",".189",".189",".229",26.5,4.1,27.6,"67.383424082","92.29253433",33.6,25.4,48.7
"López, Reynaldo","625643","2024","92","1","24",26.1,8.7,".167",".250",".239",".227",".261",23.3,3.3,43.3,"79.218457","94.234490678",31.9,28.7,50.6
"Maeda, Kenta","628317","2024","100","7","17",17,7,".264",".560",".323",".382",".336",35.1,9.5,32.4,"74.966145676","92.926926622",26.2,21,47
"Manaea, Sean","640455","2024","107","1","27",25.2,13.1,".233",".278",".346",".296",".355",45.3,9.4,43.8,"80.880210625","94.620406032",27.5,27.8,46.6
"López, Pablo","641154","2024","106","4","29",27.4,5.7,".222",".394",".264",".289",".295",33.8,9.9,47.9,"78.373828056","94.66168169",30.6,28.8,47.3
"Alexander, Tyler","641302","2024","106","5","20",18.9,6.6,".258",".464",".314",".343",".311",41,9,39.7,"76.881919487","93.877348571",28.4,18.1,50.3
"Cortes Jr., Nestor","641482","2024","144","5","32",22.2,3.5,".226",".365",".259",".277",".257",32.1,3.8,34.9,"79.275234808","93.450845385",30.9,23.1,52.9
"Dunning, Dane","641540","2024","116","7","29",25,13.8,".196",".454",".328",".348",".407",36.8,16.2,52.9,"83.518965588","96.997810294",27.2,30.8,43.4
"France, J.P.","641585","2024","121","5","22",18.2,9.9,".290",".505",".364",".380",".369",39.5,9.3,32.6,"76.047422326","93.960344767",23,25.5,42.1
"Hudson, Dakota","641712","2024","116","3","16",13.8,12.9,".290",".450",".383",".372",".363",37.6,8.2,40,"78.22238881","95.135203614",20.6,19.9,41.2
"Littell, Zack","641793","2024","116","3","29",25,4.3,".288",".423",".319",".329",".285",41.5,6.1,32.9,"77.18648878","93.321578148",31,24.7,54.5
"Ober, Bailey","641927","2024","102","3","25",24.5,6.9,".213",".415",".265",".296",".311",37.1,15.7,35.7,"75.296246286","93.752619286",34.2,24.6,47.8
"Yarbrough, Ryan","642232","2024","89","3","10",11.2,5.6,".160",".296",".227",".233",".289",34.7,6.9,27.8,"76.9992725","92.084964648",27.8,14,48.2
"Peralta, Freddy","642547","2024","114","3","38",33.3,7.9,".188",".307",".265",".262",".315",36.9,12.3,40,"73.356360625","94.483051563",27.1,33.8,44.3
"Soroka, Michael","647336","2024","133","7","13",9.8,12.8,".278",".522",".376",".394",".411",32.4,8.8,39.2,"77.171098824","94.516632745",21.3,15.1,40.5
"King, Michael","650633","2024","137","7","34",24.8,13.1,".218",".429",".321",".332",".341",35.3,10.6,41.2,"76.370943333","94.201322619",23,28.8,41.5
"Civale, Aaron","650644","2024","138","6","34",24.6,6.5,".256",".419",".304",".321",".289",43.2,6.3,34.7,"77.400828125","93.259873684",29.5,24.4,44.2
"Sánchez, Cristopher","650911","2024","110","0","28",25.5,10,".253",".303",".327",".291",".267",21.1,4.2,35.2,"78.739782222","93.521573803",31.9,27,48.6
"Canning, Griffin","656288","2024","110","5","20",18.2,6.4,".306",".541",".355",".385",".349",37,9.9,39.5,"80.007067561","94.626859506",31.6,22.4,48.1
"Cease, Dylan","656302","2024","139","2","40",28.8,10.1,".140",".248",".225",".218",".299",38.8,12.9,34.1,"80.034079524","94.006771429",27.4,31.4,45.7
"Flaherty, Jack","656427","2024","124","5","36",29,3.2,".256",".436",".298",".324",".303",37,7.4,35.8,"76.819687","93.669610625",30.3,35,46.3
"Houck, Tanner","656557","2024","130","1","32",24.6,3.8,".220",".285",".262",".249",".281",27.5,4.4,46.2,"80.415812391","95.099823846",29.2,26.8,49
"Keller, Mitch","656605","2024","156","4","32",20.5,8.3,".283",".464",".348",".357",".350",38.9,8.3,48.1,"78.613387222","95.446584579",29,23,46.2
"Webb, Logan","657277","2024","153","1","26",17,4.6,".248",".310",".288",".268",".329",29.4,5,41.2,"76.564808333","94.398197059",33.5,18.7,44.2
"Schmidt, Clarke","657376","2024","108","3","29",26.9,9.3,".284",".453",".361",".361",".339",38.8,7.5,40.3,"79.719294545","94.720067077",23.7,27.7,43.8
"Ryan, Joe","657746","2024","116","4","38",32.8,3.4,".225",".405",".259",".291",".243",31.5,11,32.9,"78.027498056","93.476081831",34.7,29.7,52.9
"Gil, Luis","661563","2024","108","2","35",32.4,17.6,".163",".291",".318",".289",".259",26.9,5.8,28.8,"77.808431923","93.427511923",22.4,33.2,43.4
"Waldron, Matt","663362","2024","113","3","23",20.4,8.8,".252",".379",".319",".314",".339",38.8,10,31.3,"74.52634125","93.200831266",19.6,20.9,44.1
"Feltner, Ryan","663372","2024","117","4","30",25.6,8.5,".324",".495",".385",".388",".295",34.2,6.6,36.8,"74.411985946","93.766517808",26.8,28.3,52.3
"McKenzie, Triston","663474","2024","102","3","18",17.6,16.7,".238",".381",".363",".339",".348",32.8,7.5,35.8,"78.593776667","93.908333333",21.1,22.4,41.7
"Mize, Casey","663554","2024","113","1","18",15.9,5.3,".245",".302",".292",".271",".301",26.1,5.7,44.3,"80.048678182","94.467679545",23.5,19.1,47.3
"Falter, Bailey","663559","2024","104","4","18",17.3,6.7,".175",".330",".231",".251",".319",31.6,8.9,34.2,"74.619411","93.428247722",27.8,21,49.7
"Irvin, Jake","663623","2024","113","2","23",20.4,6.2,".274",".453",".319",".335",".351",39.8,7.2,45.8,"80.53043122","95.55510561",23.3,23.8,44.7
"Sandoval, Patrick","663776","2024","127","2","28",22,11,".306",".441",".386",".369",".327",31,4.8,35.7,"77.647093095","93.773305952",28.5,26.9,47.8
"Hicks, Jordan","663855","2024","130","1","27",20.8,7.7,".181",".250",".262",".240",".255",24.4,5.6,34.4,"77.258282222","93.184413034",26.3,24.1,44.5
"Singer, Brady","663903","2024","139","4","34",24.5,9.4,".179",".350",".268",".279",".332",33.3,7.8,36.7,"79.699735778","93.568581236",24.1,26.9,42.5
"Paddack, Chris","663978","2024","121","5","21",17.4,5,".336",".496",".372",".382",".369",38.7,9.7,39.8,"78.266010426","94.770333441",27.4,21.4,49.1
"Javier, Cristian","664299","2024","95","1","18",18.9,11.6,".183",".317",".277",".270",".299",36.4,6.1,27.3,"78.827201212","92.785001692",25,25.8,43.1
"Kremer, Dean","665152","2024","114","6","27",23.7,5.3,".215",".421",".254",".295",".365",34.6,13.6,38.3,"77.62325675","94.03545525",28.3,24.1,46.8
"Assad, Javier","665871","2024","106","2","26",24.5,8.5,".194",".280",".267",".251",".274",33.3,7.2,27.5,"75.206934706","92.857479552",28.1,19,44.2
"Ragans, Cole","666142","2024","133","1","37",27.8,7.5,".273",".355",".333",".310",".307",32.9,5.9,38.8,"76.54476","94.072370732",30.7,31.1,50.7
"Luzardo, Jesús","666200","2024","112","5","27",24.1,11.6,".247",".495",".333",".361",".343",33.3,15.3,40.3,"78.936740278","94.857107042",23.8,30.3,47
"Soriano, José","667755","2024","100","3","23",23,14,".215",".380",".350",".331",".367",37.3,13.6,42.4,"78.075885333","95.117135763",27.1,26.2,43.3
"Gallen, Zac","668678","2024","133","4","35",26.3,6.8,".246",".402",".301",".311",".317",40.9,4.5,52.3,"82.034453636","95.549639659",29,25.4,44.6
"Greene, Hunter","668881","2024","144","2","42",29.2,8.3,".213",".328",".299",".284",".256",28.2,4.7,35.3,"77.599324186","93.187562471",30.4,27.8,49.9
"Ashcraft, Graham","668933","2024","122","5","26",21.3,5.7,".261",".426",".303",".323",".310",30.3,6.7,44.9,"79.513197727","94.887466705",28.5,24.1,49.9
"Gore, MacKenzie","669022","2024","108","2","31",28.7,7.4,".289",".412",".352",".342",".317",41.8,7.5,34.3,"74.000636471","93.062816716",26.8,29.7,49.5
"Burnes, Corbin","669203","2024","137","5","35",25.5,5.8,".194",".341",".241",".260",".280",25.5,10.6,41.5,"79.1243","94.491125591",29,28.9,45.3
"Gilbert, Logan","669302","2024","126","4","35",27.8,6.3,".161",".297",".214",".230",".302",32.5,8.4,41,"80.408051463","95.417906543",25.7,28.7,46.6
"Skubal, Tarik","669373","2024","112","2","35",31.3,4.5,".162",".238",".205",".202",".236",33.8,5.6,31,"74.155025278","92.472649437",34.3,30.4,52.3
"Rogers, Trevor","669432","2024","119","1","24",20.2,7.6,".287",".435",".336",".338",".312",29.1,5.8,44.2,"80.278406512","94.932655176",31.3,27,48.4
"Blanco, Ronel","669854","2024","128","2","30",23.4,10.9,".144",".207",".244",".218",".246",18.3,2.4,25.6,"75.628922927","91.813685122",27.3,29.5,50
"Kirby, George","669923","2024","134","2","38",28.4,3,".252",".394",".276",".293",".279",37.4,7.7,30.8,"77.660819556","93.482543667",30.7,25,55.1
"Winckowski, Josh","670174","2024","87","1","19",21.8,9.2,".301",".397",".376",".339",".349",37.9,5.2,48.3,"76.813509643","95.516289455",28.8,24.8,44.9
"Abbott, Andrew","671096","2024","113","3","20",17.7,9.7,".198",".376",".283",".296",".297",28.4,8.6,32.1,"78.533677179","93.106983974",18.2,17,45
"Allen, Logan","671106","2024","135","6","26",19.3,8.1,".270",".508",".333",".366",".333",33,10.3,42.3,"80.578158333","94.744665104",23.6,22.7,44.2
"Boyle, Joe","671212","2024","103","2","24",23.3,15.5,".277",".410",".392",".361",".331",38.7,3.2,37.1,"75.307368065","93.499326721",19.5,26.8,39.2
"Detmers, Reid","672282","2024","115","2","34",29.6,8.7,".204",".320",".278",".272",".269",25.7,7.1,35.7,"78.264929429","92.920910143",31.6,31.2,49.9
"Henry, Tommy","674072","2024","112","4","24",21.4,8,".294",".529",".357",".386",".358",32.1,10.3,43.6,"81.115667949","95.151994103",27.4,20.6,50.2
"Hancock, Emerson","676106","2024","110","5","19",17.3,4.5,".250",".440",".300",".324",".364",41,9.6,47,"76.711502857","94.27368494",26.6,20.8,47.6
"Buttó, José","676130","2024","90","2","25",27.8,13.3,".160",".293",".300",".281",".347",36,6,50,"78.1314144","95.459581",24.9,33.3,42.2
"Bibee, Tanner","676440","2024","133","4","35",26.3,9,".244",".429",".318",".332",".341",37.6,10.6,38.8,"78.116174286","93.944183855",24,30.9,45.9
"Sears, JP","676664","2024","136","5","24",17.6,8.1,".217",".400",".291",".307",".344",37.8,10.2,45.9,"81.2022575","95.129996875",27.4,23.5,51
"Crawford, Kutter","676710","2024","138","0","34",24.6,8,".210",".250",".277",".246",".271",32.6,6.5,26.1,"76.668619778","91.645711573",32.3,24.3,51.4
"Winn, Keaton","676775","2024","108","3","23",21.3,8.3,".208",".344",".280",".281",".334",28.4,9.5,47.3,"83.550841667","95.609534861",34.3,22.5,50
"Brown, Ben","676962","2024","93","2","22",23.7,6.5,".250",".381",".293",".298",".375",43.1,13.8,64.6,"88.785259688","97.601519688",24.7,26.1,45.7
"Crochet, Garrett","676979","2024","125","6","40",32,6.4,".237",".456",".296",".329",".260",33.3,4,45.3,"76.900800526","94.239440533",30,30.2,49.9
"Weathers, Ryan","677960","2024","115","3","23",20,10.4,".240",".380",".339",".324",".333",36.4,9.1,37.7,"79.452954103","94.775628052",22.9,27,43.6
"Bello, Brayan","678394","2024","110","4","26",23.6,6.4,".206",".382",".264",".287",".304",35.5,6.6,39.5,"75.573997105","94.272611467",30.1,27,47.9
"Marsh, Alec","679525","2024","107","1","17",15.9,6.5,".204",".306",".262",".257",".342",40.2,7.3,41.5,"78.6962045","94.590256",26,19.8,48.4
"Rodriguez, Grayson","680570","2024","121","4","34",28.1,7.4,".277",".482",".331",".356",".342",44.9,10.3,50,"80.401529744","95.14858",27.9,30.2,50.7
"Olson, Reese","681857","2024","123","0","26",21.1,8.9,".248",".305",".325",".289",".308",32.5,7.2,45,"78.24055325","94.20398375",33.1,29.5,46.6
"Miller, Bryce","682243","2024","111","5","29",26.1,9.9,".170",".350",".252",".271",".345",39.4,15.5,43.7,"81.640336944","94.962499296",23,27.6,45.8
"Jones, Jared","683003","2024","112","5","39",34.8,3.6,".187",".383",".223",".266",".278",39.7,11.8,50,"78.599972059","95.039404412",38.4,41.5,58.4
"Imanaga, Shota","684007","2024","108","2","28",25.9,2.8,".181",".257",".204",".207",".281",37.7,6.5,42.9,"80.839427105","94.575911053",37.6,27.5,56.5
"Brown, Hunter","686613","2024","93","3","17",18.3,12.9,".395",".580",".473",".462",".385",32.8,1.6,45.3,"82.125166875","95.351559063",23,22.5,44.5
"Pepiot, Ryan","686752","2024","110","4","31",28.2,9.1,".182",".343",".255",".268",".295",36.2,10.1,43.5,"80.841046571","94.057252899",26.8,33.2,48.8
"Varland, Louie","686973","2024","87","6","18",20.7,10.3,".365",".649",".437",".464",".428",48.3,13.8,51.7,"82.086488966","96.099555517",17.5,17.8,42.9
"Harrison, Kyle","690986","2024","137","5","31",22.6,3.6,".277",".454",".314",".338",".316",34.3,10.1,44.4,"81.0507382","94.95251202",31.1,21.3,50.8
"Pfaadt, Brandon","694297","2024","122","4","27",22.1,4.9,".248",".416",".295",".313",".302",33.3,6.9,36.8,"78.451912326","93.682307294",30.4,24.5,49.2
"Stone, Gavin","694813","2024","109","1","18",16.5,11,".253",".358",".333",".313",".325",34.2,3.8,31.6,"75.874501795","92.753277051",29.1,26.2,48.6
"Wicks, Jordan","696136","2024","108","2","28",25.9,8.3,".268",".412",".343",".338",".320",37.7,8.7,40.6,"78.932395143","94.211129855",34,28.9,52.8
"Yamamoto, Yoshinobu","808967","2024","116","3","37",31.9,5.2,".224",".402",".267",".292",".304",45.8,12.5,47.2,"77.491144167","94.840827183",28.8,29.8,45.6
